name,price,pioneer,modern,legacy,cEDH,edhPopularity,uuid,colorIdentity,flavorText,isPromo,keywords,manaValue,printings,rarity,subtypes,Legendary,text,types,variations
Slickshot Show-Off,12.43,0.105,0,0,0,11848,3c45d8e4-28e3-50b9-90c8-260486b19194,Red,,FALSE,"Flying, Haste, Plot",2,"OTJ, POTJ",rare,"Bird, Wizard",FALSE,"Flying, haste\nWhenever you cast a noncreature spell, Slickshot Show-Off gets +2/+0 until end of turn.\nPlot {1}{R} (You may pay {1}{R} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",Creature,4e5c20d3-bcfd-5b04-95c5-d3f203dd1261
Slickshot Show-Off,13.62,0.105,0,0,0,11848,4e5c20d3-bcfd-5b04-95c5-d3f203dd1261,Red,,FALSE,"Flying, Haste, Plot",2,"OTJ, POTJ",rare,"Bird, Wizard",FALSE,"Flying, haste\nWhenever you cast a noncreature spell, Slickshot Show-Off gets +2/+0 until end of turn.\nPlot {1}{R} (You may pay {1}{R} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",Creature,3c45d8e4-28e3-50b9-90c8-260486b19194
Smothering Tithe,24.98,0,0,0,0.315,23332,fdccaf49-4190-5740-bf6c-2fc9139489f8,White,"""I await your donation.""\n—Dasha, Orzhov priest",FALSE,Treasure,4,"2X2, CMM, P22, PRM, PRNA, RNA, WOT",rare,,FALSE,"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",Enchantment,
Smothering Tithe,24.99,0,0,0,0.315,23332,a10bbc92-d678-5bf8-8d44-dc257834ce84,White,"""I await your donation.""\n—Dasha, Orzhov priest",TRUE,Treasure,4,"2X2, CMM, P22, PRM, PRNA, RNA, WOT",rare,,FALSE,"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",Enchantment,
Smothering Tithe,25.17,0,0,0,0.315,23332,8a0ce690-5a0d-5944-8388-ad7a95cb1d40,White,"""I await your donation.""\n—Dasha, Orzhov priest",FALSE,Treasure,4,"2X2, CMM, P22, PRM, PRNA, RNA, WOT",rare,,FALSE,"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",Enchantment,"c599bdd0-d7fb-5996-8651-4362bc68242b, e171d406-a546-57a4-a8a5-1711aa6a8213"
Smothering Tithe,26.07,0,0,0,0.315,23332,b7e6ec03-58f1-59bd-96c8-25bff7265204,White,"""They laughed with glee as the pixie spun gold from straw. They smiled and shrugged when their curtains and clothes were next on the wheel. Then he grabbed their hair.""\n—*The Goose Mother and Other Tales*",FALSE,Treasure,4,"2X2, CMM, P22, PRM, PRNA, RNA, WOT",mythic,,FALSE,"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",Enchantment,"6907f00f-a601-5057-9166-669307a92f36, e3e67c90-ffbc-56fa-af64-9cb795d0ba35"
Smothering Tithe,26.43,0,0,0,0.315,23332,5c23cf65-990f-5393-b2cc-6893085f76f3,White,"""I await your donation.""\n—Dasha, Orzhov priest",FALSE,Treasure,4,"2X2, CMM, P22, PRM, PRNA, RNA, WOT",mythic,,FALSE,"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",Enchantment,"56c915af-68f7-59cf-b4dd-ac8722abf010, 73b1087c-0842-592d-9c59-38bdbb0fe853"
Smothering Tithe,26.65,0,0,0,0.315,23332,56c915af-68f7-59cf-b4dd-ac8722abf010,White,"""I await your donation.""\n—Dasha, Orzhov priest",FALSE,Treasure,4,"2X2, CMM, P22, PRM, PRNA, RNA, WOT",mythic,,FALSE,"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",Enchantment,"5c23cf65-990f-5393-b2cc-6893085f76f3, 73b1087c-0842-592d-9c59-38bdbb0fe853"
Smothering Tithe,29.08,0,0,0,0.315,23332,73b1087c-0842-592d-9c59-38bdbb0fe853,White,All that glitters is yours.,FALSE,Treasure,4,"2X2, CMM, P22, PRM, PRNA, RNA, WOT",mythic,,FALSE,"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",Enchantment,"56c915af-68f7-59cf-b4dd-ac8722abf010, 5c23cf65-990f-5393-b2cc-6893085f76f3"
Smothering Tithe,30.11,0,0,0,0.315,23332,e171d406-a546-57a4-a8a5-1711aa6a8213,White,"""I await your donation.""\n—Dasha, Orzhov priest",FALSE,Treasure,4,"2X2, CMM, P22, PRM, PRNA, RNA, WOT",rare,,FALSE,"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",Enchantment,"8a0ce690-5a0d-5944-8388-ad7a95cb1d40, c599bdd0-d7fb-5996-8651-4362bc68242b"
Smothering Tithe,31.04,0,0,0,0.315,23332,c599bdd0-d7fb-5996-8651-4362bc68242b,White,"""Oh, how I love gold. I'd eat and breathe it if I could.""\n—Leland, tax collector",FALSE,Treasure,4,"2X2, CMM, P22, PRM, PRNA, RNA, WOT",rare,,FALSE,"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",Enchantment,"8a0ce690-5a0d-5944-8388-ad7a95cb1d40, e171d406-a546-57a4-a8a5-1711aa6a8213"
Smothering Tithe,46.68,0,0,0,0.315,23332,bcaf5e6d-b760-5ade-bbc5-fb433a9a3bea,White,"A witch once foretold that Glavin would die surrounded by unimaginable wealth. Until that moment, he'd taken that to mean he'd be rich.",TRUE,Treasure,4,"2X2, CMM, P22, PRM, PRNA, RNA, WOT",rare,,FALSE,"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",Enchantment,
Smothering Tithe,71.15,0,0,0,0.315,23332,6907f00f-a601-5057-9166-669307a92f36,White,,FALSE,Treasure,4,"2X2, CMM, P22, PRM, PRNA, RNA, WOT",mythic,,FALSE,"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",Enchantment,"b7e6ec03-58f1-59bd-96c8-25bff7265204, e3e67c90-ffbc-56fa-af64-9cb795d0ba35"
Smothering Tithe,397.57,0,0,0,0.315,23332,e3e67c90-ffbc-56fa-af64-9cb795d0ba35,White,,FALSE,Treasure,4,"2X2, CMM, P22, PRM, PRNA, RNA, WOT",mythic,,FALSE,"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",Enchantment,"b7e6ec03-58f1-59bd-96c8-25bff7265204, 6907f00f-a601-5057-9166-669307a92f36"
Smuggler's Copter,2.72,0.016,0,0,0,21695,2cec80fe-539b-5029-be52-d8c85884d54f,Colorless,,FALSE,"Crew, Flying",2,"KLD, NEC, PKLD, PLST, SLD",rare,Vehicle,FALSE,"Flying\nWhenever Smuggler's Copter attacks or blocks, you may draw a card. If you do, discard a card.\nCrew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",Artifact,
Smuggler's Copter,2.79,0.016,0,0,0,21695,33da5ee5-1ff3-54ae-851f-2d686fcb764d,Colorless,,FALSE,"Crew, Flying",2,"KLD, NEC, PKLD, PLST, SLD",rare,Vehicle,FALSE,"Flying\nWhenever Smuggler's Copter attacks or blocks, you may draw a card. If you do, discard a card.\nCrew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",Artifact,
Smuggler's Copter,15.38,0.016,0,0,0,21695,b8a2067e-9211-5aa0-8c70-9d57b2954a1b,Colorless,,TRUE,"Crew, Flying",2,"KLD, NEC, PKLD, PLST, SLD",rare,Vehicle,FALSE,"Flying\nWhenever Smuggler's Copter attacks or blocks, you may draw a card. If you do, discard a card.\nCrew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",Artifact,
Smuggler's Copter,20.09,0.016,0,0,0,21695,56c15695-3786-568b-a136-a5fdedf78111,Colorless,Don't forget to thank the Bus Driver.,FALSE,"Crew, Flying",2,"KLD, NEC, PKLD, PLST, SLD",rare,Vehicle,FALSE,"Flying\nWhenever Smuggler's Copter attacks or blocks, you may draw a card. If you do, discard a card.\nCrew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",Artifact,
Snap,0.99,0,0,0,0.322,23000,9d80f7a3-80b9-5bd0-bf6b-3eff1f0ce004,Blue,It doesn't matter if the mind or body cracks first. They both have to go.,FALSE,,2,"DDS, DMR, PLST, PRM, SLD, ULG, WOC",common,,FALSE,Return target creature to its owner's hand. Untap up to two lands.,Instant,
Snap,1,0,0,0,0.322,23000,45c8e4c7-9e6d-5396-b45d-23b8519a0fbc,Blue,Good riddance.,FALSE,,2,"DDS, DMR, PLST, PRM, SLD, ULG, WOC",common,,FALSE,Return target creature to its owner's hand. Untap up to two lands.,Instant,
Snap,1.43,0,0,0,0.322,23000,640afa87-8d7b-5d47-93a3-4aad042defe1,Blue,It doesn't matter if the mind or body cracks first. They both have to go.,FALSE,,2,"DDS, DMR, PLST, PRM, SLD, ULG, WOC",common,,FALSE,Return target creature to its owner's hand. Untap up to two lands.,Instant,
Snap,1.43,0,0,0,0.322,23000,38fbfdf3-ab97-5e37-bb1a-3912e1f31393,Blue,It doesn't matter if the mind or body cracks first. They both have to go.,FALSE,,2,"DDS, DMR, PLST, PRM, SLD, ULG, WOC",common,,FALSE,Return target creature to its owner's hand. Untap up to two lands.,Instant,0ee46af7-8af9-51fa-b4b8-6d074fb2c33e
Snap,2.29,0,0,0,0.322,23000,14f6f8a5-4d45-5927-ba97-3986c69f2634,Blue,Good riddance.,FALSE,,2,"DDS, DMR, PLST, PRM, SLD, ULG, WOC",common,,FALSE,Return target creature to its owner's hand. Untap up to two lands.,Instant,
Snap,12.68,0,0,0,0.322,23000,8a7c4ff8-d2d5-5cdb-b42b-37d3d6a197d9,Blue,"""I believe life is a series of choices, and you just made the wrong one.""",FALSE,,2,"DDS, DMR, PLST, PRM, SLD, ULG, WOC",rare,,FALSE,Return target creature to its owner's hand. Untap up to two lands.,Instant,
Snapcaster Mage,24.56,0,0.029,0.018,0,21640,8bb25990-d2e2-56fb-adba-682bc86ad983,Blue,,FALSE,Flash,2,"ISD, MM3, PLST, PPRO, PR23, PRM, PUMA, SIS, SLD, UMA",rare,"Human, Wizard",FALSE,"Flash\nWhen Snapcaster Mage enters, target instant or sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost. (You may cast that card from your graveyard for its flashback cost. Then exile it.)",Creature,
Snapcaster Mage,26.17,0,0.029,0.018,0,21640,d25046d3-845e-5722-8a48-7f0521acaf08,Blue,,FALSE,Flash,2,"ISD, MM3, PLST, PPRO, PR23, PRM, PUMA, SIS, SLD, UMA",mythic,"Human, Wizard",FALSE,"Flash\nWhen Snapcaster Mage enters, target instant or sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost. (You may cast that card from your graveyard for its flashback cost. Then exile it.)",Creature,
Snapcaster Mage,26.86,0,0.029,0.018,0,21640,3a6672fc-7257-522e-b984-af7b4c531ddd,Blue,,FALSE,Flash,2,"ISD, MM3, PLST, PPRO, PR23, PRM, PUMA, SIS, SLD, UMA",mythic,"Human, Wizard",FALSE,"Flash\nWhen Snapcaster Mage enters, target instant or sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost. (You may cast that card from your graveyard for its flashback cost. Then exile it.)",Creature,
Snapcaster Mage,46.85,0,0.029,0.018,0,21640,84ad7264-9c55-5c75-aae7-758b11e86f81,Blue,,TRUE,Flash,2,"ISD, MM3, PLST, PPRO, PR23, PRM, PUMA, SIS, SLD, UMA",mythic,"Human, Wizard",FALSE,"Flash\nWhen Snapcaster Mage enters, target instant or sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost. (You may cast that card from your graveyard for its flashback cost. Then exile it.)",Creature,
Snapcaster Mage,50.86,0,0.029,0.018,0,21640,b43d380b-6e69-515c-bc4a-196aa6282093,Blue,,TRUE,Flash,2,"ISD, MM3, PLST, PPRO, PR23, PRM, PUMA, SIS, SLD, UMA",mythic,"Human, Wizard",FALSE,"Flash\nWhen Snapcaster Mage enters, target instant or sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost. (You may cast that card from your graveyard for its flashback cost. Then exile it.)",Creature,
Snapcaster Mage,63.68,0,0.029,0.018,0,21640,f2fdaff8-aa31-54dd-bb7f-bec78dc7e2a4,Blue,,TRUE,Flash,2,"ISD, MM3, PLST, PPRO, PR23, PRM, PUMA, SIS, SLD, UMA",mythic,"Human, Wizard",FALSE,"Flash\nWhen Snapcaster Mage enters, target instant or sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost. (You may cast that card from your graveyard for its flashback cost. Then exile it.)",Creature,
Snapcaster Mage,725.79,0,0.029,0.018,0,21640,482fced3-4e5c-5315-88c8-9ce471e732d0,Blue,Miku would never deny her fans at least one promised encore.,FALSE,Flash,2,"ISD, MM3, PLST, PPRO, PR23, PRM, PUMA, SIS, SLD, UMA",mythic,"Human, Wizard",FALSE,"Flash\nWhen Snapcaster Mage enters, target instant or sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost. (You may cast that card from your graveyard for its flashback cost. Then exile it.)",Creature,
Snapcaster Mage,23.84,0,0.029,0.018,0,21641,00ae2026-8987-569e-afa8-726e1a65fad9,Blue,,FALSE,Flash,2,"ISD, MM3, PLST, PPRO, PR23, PRM, PUMA, SIS, SLD, UMA",rare,"Human, Wizard",FALSE,"Flash\nWhen Snapcaster Mage enters, target instant or sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost. (You may cast that card from your graveyard for its flashback cost. Then exile it.)",Creature,
Sneak Attack,4.19,0,0,0.02,0,22083,4c973c8e-8497-5dc7-bd51-bbc799df61be,Red,"""Nothin' beat surprise—'cept rock.""",FALSE,,4,"2XM, DMR, EMA, J12, PLST, PRM, USG, WOT",mythic,,FALSE,{R}: You may put a creature card from your hand onto the battlefield. That creature gains haste. Sacrifice the creature at the beginning of the next end step.,Enchantment,f8a93e23-7769-5e63-b76b-cff3100973aa
Sneak Attack,4.38,0,0,0.02,0,22083,f8a93e23-7769-5e63-b76b-cff3100973aa,Red,"""Nothin' beat surprise—'cept rock.""",FALSE,,4,"2XM, DMR, EMA, J12, PLST, PRM, USG, WOT",mythic,,FALSE,{R}: You may put a creature card from your hand onto the battlefield. That creature gains haste. Sacrifice the creature at the beginning of the next end step.,Enchantment,4c973c8e-8497-5dc7-bd51-bbc799df61be
Sneak Attack,4.52,0,0,0.02,0,22083,eee9b88e-e9e7-5abf-8748-56d71805c3b7,Red,,FALSE,,4,"2XM, DMR, EMA, J12, PLST, PRM, USG, WOT",mythic,,FALSE,{R}: You may put a creature card from your hand onto the battlefield. That creature gains haste. Sacrifice the creature at the beginning of the next end step.,Enchantment,
Sneak Attack,5.16,0,0,0.02,0,22083,3556c2f3-d271-566e-8289-25f0838081da,Red,,FALSE,,4,"2XM, DMR, EMA, J12, PLST, PRM, USG, WOT",mythic,,FALSE,{R}: You may put a creature card from your hand onto the battlefield. That creature gains haste. Sacrifice the creature at the beginning of the next end step.,Enchantment,c2d44d80-704b-5776-9629-738d1f1519c2
Sneak Attack,8,0,0,0.02,0,22083,c2d44d80-704b-5776-9629-738d1f1519c2,Red,"""Keep watch? Why? Nothing going to mess with us. We too big and scary.""",FALSE,,4,"2XM, DMR, EMA, J12, PLST, PRM, USG, WOT",mythic,,FALSE,{R}: You may put a creature card from your hand onto the battlefield. That creature gains haste. Sacrifice the creature at the beginning of the next end step.,Enchantment,3556c2f3-d271-566e-8289-25f0838081da
Sneak Attack,13.28,0,0,0.02,0,22083,cbd1092d-9ceb-5a6c-b426-daec78113b89,Red,,TRUE,,4,"2XM, DMR, EMA, J12, PLST, PRM, USG, WOT",rare,,FALSE,{R}: You may put a creature card from your hand onto the battlefield. That creature gains haste. Sacrifice the creature at the beginning of the next end step.,Enchantment,
Sneak Attack,3.52,0,0,0.02,0,22084,5d894515-730f-5293-9065-1980ce6aa64e,Red,"""Korlag carefully prepared to try the new 'am bush' strategy he'd heard about.""\n—*The Ogre's Revenge*",FALSE,,4,"2XM, DMR, EMA, J12, PLST, PRM, USG, WOT",mythic,,FALSE,{R}: You may put a creature card from your hand onto the battlefield. That creature gains haste. Sacrifice the creature at the beginning of the next end step.,Enchantment,"66d7b618-9a39-5a31-98f1-f1d775053a9a, 26a4bf6b-cca4-5596-aa1b-e8250448d790"
Sneak Attack,5.6,0,0,0.02,0,22084,c961e1eb-62b5-52b1-af0b-46bdab009c8f,Red,"""Nothin' beat surprise—'cept rock.""",FALSE,,4,"2XM, DMR, EMA, J12, PLST, PRM, USG, WOT",rare,,FALSE,{R}: You may put a creature card from your hand onto the battlefield. That creature gains haste. Sacrifice the creature at the beginning of the next end step.,Enchantment,
Sneak Attack,5.85,0,0,0.02,0,22084,66d7b618-9a39-5a31-98f1-f1d775053a9a,Red,,FALSE,,4,"2XM, DMR, EMA, J12, PLST, PRM, USG, WOT",mythic,,FALSE,{R}: You may put a creature card from your hand onto the battlefield. That creature gains haste. Sacrifice the creature at the beginning of the next end step.,Enchantment,"5d894515-730f-5293-9065-1980ce6aa64e, 26a4bf6b-cca4-5596-aa1b-e8250448d790"
Sneak Attack,8.58,0,0,0.02,0,22084,973848a0-46a2-5854-b5ce-ae822753ed87,Red,"""Nothin' beat surprise—'cept rock.""",FALSE,,4,"2XM, DMR, EMA, J12, PLST, PRM, USG, WOT",rare,,FALSE,{R}: You may put a creature card from your hand onto the battlefield. That creature gains haste. Sacrifice the creature at the beginning of the next end step.,Enchantment,
Sneak Attack,45.43,0,0,0.02,0,22084,26a4bf6b-cca4-5596-aa1b-e8250448d790,Red,,FALSE,,4,"2XM, DMR, EMA, J12, PLST, PRM, USG, WOT",mythic,,FALSE,{R}: You may put a creature card from your hand onto the battlefield. That creature gains haste. Sacrifice the creature at the beginning of the next end step.,Enchantment,"5d894515-730f-5293-9065-1980ce6aa64e, 66d7b618-9a39-5a31-98f1-f1d775053a9a"
Sol Ring,1.2,0,0,0,0.976,23375,bafb8c3b-1303-5f08-80c7-220cb8d36012,Colorless,Lost to time is the artificer's art of trapping light from a distant star in a ring of purest gold.,FALSE,,1,"2ED, 30A, 3ED, 40K, AFC, BLC, BRC, C13, C14, C15, C16, C17, C18, C19, C20, C21, CC1, CC2, CED, CEI, CLB, CM2, CMA, CMD, CMM, CMR, DMC, DSC, FBB, G05, KHC, LCC, LEA, LEB, LTC, M3C, MB2, ME4, MIC, MKC, MOC, MPS, NCC, NEC, ONC, OTC, PF19, PIP, PLG22, PLST, PRM, PZ1, SCD, SLD, SUM, V10, VMA, VOC, WHO, WOC, ZNC",uncommon,,FALSE,{T}: Add {C}{C}.,Artifact,
Sol Ring,1.22,0,0,0,0.976,23375,f98f9c80-26e2-582e-bdd3-a1dd1545c2f5,Colorless,Lost to time is the artificer's art of trapping light from a distant star in a ring of purest gold.,FALSE,,1,"2ED, 30A, 3ED, 40K, AFC, BLC, BRC, C13, C14, C15, C16, C17, C18, C19, C20, C21, CC1, CC2, CED, CEI, CLB, CM2, CMA, CMD, CMM, CMR, DMC, DSC, FBB, G05, KHC, LCC, LEA, LEB, LTC, M3C, MB2, ME4, MIC, MKC, MOC, MPS, NCC, NEC, ONC, OTC, PF19, PIP, PLG22, PLST, PRM, PZ1, SCD, SLD, SUM, V10, VMA, VOC, WHO, WOC, ZNC",uncommon,,FALSE,{T}: Add {C}{C}.,Artifact,
Sol Ring,1.23,0,0,0,0.976,23375,6dd3584a-e00c-51a9-ab8a-3533cbe0e251,Colorless,Lost to time is the artificer's art of trapping light from a distant star in a ring of purest gold.,FALSE,,1,"2ED, 30A, 3ED, 40K, AFC, BLC, BRC, C13, C14, C15, C16, C17, C18, C19, C20, C21, CC1, CC2, CED, CEI, CLB, CM2, CMA, CMD, CMM, CMR, DMC, DSC, FBB, G05, KHC, LCC, LEA, LEB, LTC, M3C, MB2, ME4, MIC, MKC, MOC, MPS, NCC, NEC, ONC, OTC, PF19, PIP, PLG22, PLST, PRM, PZ1, SCD, SLD, SUM, V10, VMA, VOC, WHO, WOC, ZNC",uncommon,,FALSE,{T}: Add {C}{C}.,Artifact,
Sol Ring,1.24,0,0,0,0.976,23375,de815525-39b7-5416-9272-d8fbe313a64f,Colorless,Lost to time is the artificer's art of trapping light from a distant star in a ring of purest gold.,FALSE,,1,"2ED, 30A, 3ED, 40K, AFC, BLC, BRC, C13, C14, C15, C16, C17, C18, C19, C20, C21, CC1, CC2, CED, CEI, CLB, CM2, CMA, CMD, CMM, CMR, DMC, DSC, FBB, G05, KHC, LCC, LEA, LEB, LTC, M3C, MB2, ME4, MIC, MKC, MOC, MPS, NCC, NEC, ONC, OTC, PF19, PIP, PLG22, PLST, PRM, PZ1, SCD, SLD, SUM, V10, VMA, VOC, WHO, WOC, ZNC",uncommon,,FALSE,{T}: Add {C}{C}.,Artifact,
Sol Ring,1.24,0,0,0,0.976,23375,b5317bc0-0c19-588b-b39d-be1834c87e7b,Colorless,Lost to time is the artificer's art of trapping light from a distant star in a ring of purest gold.,FALSE,,1,"2ED, 30A, 3ED, 40K, AFC, BLC, BRC, C13, C14, C15, C16, C17, C18, C19, C20, C21, CC1, CC2, CED, CEI, CLB, CM2, CMA, CMD, CMM, CMR, DMC, DSC, FBB, G05, KHC, LCC, LEA, LEB, LTC, M3C, MB2, ME4, MIC, MKC, MOC, MPS, NCC, NEC, ONC, OTC, PF19, PIP, PLG22, PLST, PRM, PZ1, SCD, SLD, SUM, V10, VMA, VOC, WHO, WOC, ZNC",uncommon,,FALSE,{T}: Add {C}{C}.,Artifact,
Sol Ring,1.24,0,0,0,0.976,23375,4b9e45eb-f62b-5728-820c-48a3e6623682,Colorless,Lost to time is the artificer's art of trapping light from a distant star in a ring of purest gold.,FALSE,,1,"2ED, 30A, 3ED, 40K, AFC, BLC, BRC, C13, C14, C15, C16, C17, C18, C19, C20, C21, CC1, CC2, CED, CEI, CLB, CM2, CMA, CMD, CMM, CMR, DMC, DSC, FBB, G05, KHC, LCC, LEA, LEB, LTC, M3C, MB2, ME4, MIC, MKC, MOC, MPS, NCC, NEC, ONC, OTC, PF19, PIP, PLG22, PLST, PRM, PZ1, SCD, SLD, SUM, V10, VMA, VOC, WHO, WOC, ZNC",uncommon,,FALSE,{T}: Add {C}{C}.,Artifact,30a1baad-4ff6-513b-beb4-60ca98eda8ed
Sol Ring,1.25,0,0,0,0.976,23375,d50dbf3a-adf9-5211-8be1-0fa1859ed51d,Colorless,Lost to time is the artificer's art of trapping light from a distant star in a ring of purest gold.,FALSE,,1,"2ED, 30A, 3ED, 40K, AFC, BLC, BRC, C13, C14, C15, C16, C17, C18, C19, C20, C21, CC1, CC2, CED, CEI, CLB, CM2, CMA, CMD, CMM, CMR, DMC, DSC, FBB, G05, KHC, LCC, LEA, LEB, LTC, M3C, MB2, ME4, MIC, MKC, MOC, MPS, NCC, NEC, ONC, OTC, PF19, PIP, PLG22, PLST, PRM, PZ1, SCD, SLD, SUM, V10, VMA, VOC, WHO, WOC, ZNC",uncommon,,FALSE,{T}: Add {C}{C}.,Artifact,
Sol Ring,1.25,0,0,0,0.976,23375,926332b2-d527-5eeb-9779-fb158ed79a56,Colorless,Lost to time is the artificer's art of trapping light from a distant star in a ring of purest gold.,FALSE,,1,"2ED, 30A, 3ED, 40K, AFC, BLC, BRC, C13, C14, C15, C16, C17, C18, C19, C20, C21, CC1, CC2, CED, CEI, CLB, CM2, CMA, CMD, CMM, CMR, DMC, DSC, FBB, G05, KHC, LCC, LEA, LEB, LTC, M3C, MB2, ME4, MIC, MKC, MOC, MPS, NCC, NEC, ONC, OTC, PF19, PIP, PLG22, PLST, PRM, PZ1, SCD, SLD, SUM, V10, VMA, VOC, WHO, WOC, ZNC",uncommon,,FALSE,{T}: Add {C}{C}.,Artifact,
Sol Ring,1.25,0,0,0,0.976,23375,6c0e45f6-c9ac-5e4c-87b7-7eacff498306,Colorless,Lost to time is the artificer's art of trapping light from a distant star in a ring of purest gold.,FALSE,,1,"2ED, 30A, 3ED, 40K, AFC, BLC, BRC, C13, C14, C15, C16, C17, C18, C19, C20, C21, CC1, CC2, CED, CEI, CLB, CM2, CMA, CMD, CMM, CMR, DMC, DSC, FBB, G05, KHC, LCC, LEA, LEB, LTC, M3C, MB2, ME4, MIC, MKC, MOC, MPS, NCC, NEC, ONC, OTC, PF19, PIP, PLG22, PLST, PRM, PZ1, SCD, SLD, SUM, V10, VMA, VOC, WHO, WOC, ZNC",uncommon,,FALSE,{T}: Add {C}{C}.,Artifact,
Sol Ring,1.26,0,0,0,0.976,23375,c76e0310-d169-5a91-ac5a-626313b6527c,Colorless,Lost to time is the artificer's art of trapping light from a distant star in a ring of purest gold.,FALSE,,1,"2ED, 30A, 3ED, 40K, AFC, BLC, BRC, C13, C14, C15, C16, C17, C18, C19, C20, C21, CC1, CC2, CED, CEI, CLB, CM2, CMA, CMD, CMM, CMR, DMC, DSC, FBB, G05, KHC, LCC, LEA, LEB, LTC, M3C, MB2, ME4, MIC, MKC, MOC, MPS, NCC, NEC, ONC, OTC, PF19, PIP, PLG22, PLST, PRM, PZ1, SCD, SLD, SUM, V10, VMA, VOC, WHO, WOC, ZNC",uncommon,,FALSE,{T}: Add {C}{C}.,Artifact,
Sol Ring,1.26,0,0,0,0.976,23375,86897a70-531e-584c-a020-62259debdfde,Colorless,Lost to time is the artificer's art of trapping light from a distant star in a ring of purest gold.,FALSE,,1,"2ED, 30A, 3ED, 40K, AFC, BLC, BRC, C13, C14, C15, C16, C17, C18, C19, C20, C21, CC1, CC2, CED, CEI, CLB, CM2, CMA, CMD, CMM, CMR, DMC, DSC, FBB, G05, KHC, LCC, LEA, LEB, LTC, M3C, MB2, ME4, MIC, MKC, MOC, MPS, NCC, NEC, ONC, OTC, PF19, PIP, PLG22, PLST, PRM, PZ1, SCD, SLD, SUM, V10, VMA, VOC, WHO, WOC, ZNC",uncommon,,FALSE,{T}: Add {C}{C}.,Artifact,
Sol Ring,1.26,0,0,0,0.976,23375,84647902-5de5-54e0-af46-b99feec9d275,Colorless,Lost to time is the artificer's art of trapping light from a distant star in a ring of purest gold.,FALSE,,1,"2ED, 30A, 3ED, 40K, AFC, BLC, BRC, C13, C14, C15, C16, C17, C18, C19, C20, C21, CC1, CC2, CED, CEI, CLB, CM2, CMA, CMD, CMM, CMR, DMC, DSC, FBB, G05, KHC, LCC, LEA, LEB, LTC, M3C, MB2, ME4, MIC, MKC, MOC, MPS, NCC, NEC, ONC, OTC, PF19, PIP, PLG22, PLST, PRM, PZ1, SCD, SLD, SUM, V10, VMA, VOC, WHO, WOC, ZNC",uncommon,,FALSE,{T}: Add {C}{C}.,Artifact,
